filename,event_labels
02_018967.wav,1-3;5-4;5;1
02_018975.wav,1-3;5;7-2;7;5-1;1;7-1
02_019009.wav,5;5-3
02_019012.wav,5;1-3;2;2-X;5-1;1-X;1;2-2
02_019258.wav,2;2-1;1-1;2-3;1
02_019271.wav,5;7;5-1;1-2;1;7-1;7-3
02_019279.wav,5;4-X;4;7;1-2;1;5-4;7-1
02_019336.wav,1-2;1
02_019394.wav,5;7-1;7;5-1
02_019410.wav,1-2;1-3;1;1-X
02_019451.wav,7-1;7
02_019529.wav,7-1;7
02_019549.wav,1-3;7;1-2;1-1;1;7-1
02_019592.wav,1-3;7-1;1;7
02_019593.wav,1-2;5-4;5;1
02_019661.wav,2-X;2;2-1;2-2
02_019677.wav,5;7;5-1;3;7-1;3-1
02_019698.wav,1-X;1
02_019745.wav,5;7-1;7;5-1
02_019844.wav,1-3;1;3-1;3
02_019965.wav,7-2;6-X;7;1-2;1;7-1;6
02_020090.wav,1-3;5;3;5-4;1;3-1
02_020250.wav,6-2;7-1;7;6
02_020256.wav,1-X;2-X;1;2
02_020262.wav,1-X;1-3;1
02_020340.wav,1-3;7-2;7;1-2;1;7-1
02_020416.wav,5;7-1;7;5-1
02_020475.wav,1-3;2;2-X;4-X;4;1-2;1
02_020480.wav,5;4-X;4;5-1
02_020499.wav,5-4;1-3;1;5
02_020644.wav,2-3;5;5-2;2
02_020682.wav,1-3;7-X;7;1-2;1-X;1
02_020715.wav,1-3;5;5-X;5-4;1
02_020736.wav,1-2;5;1;5-1
02_020763.wav,7-1;7-X;7
02_020769.wav,7-1;7
02_020837.wav,1-3;1;4;4-3
02_020846.wav,5;1-3;7;5-1;1-2;1-1;1;7-1
02_020868.wav,2-2;5;2;5-1
08_000242.wav,1-3;7-1;1;7
08_000351.wav,5;7-X;7;5-1;7-1
08_000561.wav,1-3;5;2;2-X;5-X;3;1;3-1
08_000648.wav,5-4;5
08_000919.wav,1-X;5;1;5-3
08_000947.wav,5;5-X;5-3
08_001007.wav,3;1-2;1-X;1;3-1
08_001033.wav,3-1;3
08_001117.wav,1-3;2;1-1;1;2-2
08_001293.wav,5;7-1;5-2;7
08_001723.wav,5;7-1;7;5-3
08_001735.wav,7;7-X
08_002306.wav,7-2;7-X;6-X;7;1;1-X;7-1;6
08_002542.wav,7-1;7
08_002651.wav,1-X;1;3-1;3
08_002662.wav,7-1;7
08_002669.wav,1-2;1
08_002791.wav,7-1;7-3;7
08_002839.wav,5;5-3;5-1
08_003028.wav,1-X;1
08_003134.wav,5;7;5-1;1-2;1-1;1;7-1;7-3
08_003165.wav,5;7-X;7;5-1;7-1
08_003391.wav,7-1;7-3;7
08_004010.wav,1-3;1
08_004148.wav,1-2;2-X;1;2
08_004207.wav,1-2;1
08_004388.wav,1-2;1-1;1
08_005162.wav,1-3;1
08_005293.wav,1-2;1-3;1
08_005364.wav,1-3;7-1;1;7
08_005386.wav,5;6;5-3;5-X;3;1-2;1;3-1;6-1
08_005431.wav,1-2;1-3;1;1-1
08_005459.wav,1-3;1;3-1;3
08_005799.wav,8-1;7-1;8;7
08_005888.wav,1-3;1
08_005900.wav,7-1;7
08_006018.wav,2-X;2
08_006066.wav,1-1;1;7-2;7
08_006079.wav,7-X;7;1-2;1;1-X;7-1
08_006944.wav,7-1;3-1;7;3
08_006970.wav,7-1;7-2;7
08_006992.wav,1-3;1;5;5-1
08_007129.wav,1-X;1-1;1
08_007294.wav,7-1;7-3;7
08_007538.wav,2;7-X;2-X;7;1-2;1;7-1
08_008205.wav,7-1;7;7-X
08_008267.wav,2;4;2-1;4-3;1-2;1
08_008379.wav,1-2;1-1;1
08_008389.wav,2;2-X;2-4;3;3-1
08_008441.wav,7-1;4;7;4-2
08_008489.wav,1-1;1
08_008635.wav,2;7;3;2-3;7-1;3-1
08_008877.wav,1-3;5;5-3;5-X;5-1;1
08_008880.wav,3-1;3
08_009095.wav,1-3;7-2;7;1;8-1;7-1;8
08_016460.wav,5;5-1
08_016985.wav,1-3;7;1-1;1;7-1
08_017062.wav,1-2;1
08_017512.wav,5;7-X;7;5-1;1-2;1;7-1
08_017618.wav,1-X;7-1;1;7
08_017734.wav,1-2;1-3;1
08_017880.wav,5;7;5-1;1-2;1;7-1
08_017929.wav,1-X;5;1;5-3
08_018048.wav,1-2;1-3;1
08_018065.wav,7-2;2;4-X;4;7;2-1;7-1;2-2
08_018205.wav,1-3;5;2;7-2;5-X;7;2-4;1;7-1
08_018646.wav,7-1;7
08_018801.wav,6-3;6
08_019201.wav,7-1;7-2;7
08_019243.wav,2-X;2;3-1;3
08_019461.wav,5;5-1
08_020214.wav,1-3;1;2;2-2
08_020275.wav,5;5-1
08_020390.wav,3-1;3
08_020512.wav,5;3;3-1;5-1
08_020619.wav,5;5-1
08_020745.wav,7-1;7
08_020890.wav,2;2-X;3;1-1;1;3-1
11_000012.wav,1-2;1
11_000144.wav,7-1;3-1;7;3
11_000255.wav,1-3;7;1-1;1;7-1
11_000289.wav,7-2;4;7;4-2;4-1;7-1
11_000297.wav,5;5-1
11_000424.wav,7-1;7;7-X
11_000472.wav,4;4-2;1-2;1-1;1
11_000501.wav,5;7-1;7;5-1
11_000522.wav,1-2;1
11_000726.wav,7-1;7
11_000797.wav,1-3;1
11_000800.wav,7-1;7
11_000829.wav,7-1;7-2;7
11_000837.wav,1-2;6;1;6-1
11_001009.wav,2;7;1-1;1;2-3;7-1
11_001042.wav,6-2;5;5-1;1-2;1;6
11_001046.wav,1-2;1-3;1;1-X
11_001269.wav,1-3;7;1-2;1;7-1
11_001288.wav,1-2;5;1;5-1
11_001418.wav,2-3;2;2-2
11_001492.wav,7-X;7;3-1;3
11_001545.wav,3-1;3
11_001591.wav,4-X;4;4-2
11_001660.wav,1-3;2;2-X;2-1;1
11_001681.wav,1-3;1
11_001684.wav,5;2;5-3;2-1;1-X;1
11_001805.wav,1-2;1
11_001917.wav,1-X;7-1;1;7
11_001928.wav,2;2-X;7;1-X;1;7-1
11_001942.wav,1-2;1;3-1;3
11_002001.wav,1-2;1
11_002056.wav,1-3;1;5;5-1
11_002087.wav,1-2;1
11_002094.wav,7-1;3-1;7;3
11_002102.wav,1-3;1
11_002120.wav,4-X;4;4-2
11_002199.wav,4;4-3
11_002356.wav,5;2;2-X;5-1;1-X;1
11_002536.wav,7-1;7
11_002633.wav,7-1;7-3;7
11_002658.wav,5;5-X;4;7;4-2;4-1;5-4;7-1
11_002673.wav,5;5-3;7;5-1;1-2;1;7-1
11_002769.wav,1-3;5;5-1;1-2;1
11_002858.wav,1-2;1;4;4-3
11_002931.wav,7-1;7
11_002938.wav,1-3;7-X;7;1;7-1
11_002945.wav,7-1;7
11_003173.wav,7;1-2;1-1;1;7-1
11_003341.wav,5;5-3
11_003555.wav,1-X;1;7-2;7
11_003629.wav,1-3;4;4-3;1-X;1
11_003667.wav,1-1;1;4;4-3
11_003689.wav,1-3;1;4-X;4
11_003735.wav,1-3;1
11_003835.wav,7-1;7-X;7
11_003866.wav,6;6-X;6-1
11_003871.wav,2;2-X;4;4-2;4-1
11_003882.wav,5;2;2-X;5-1;1-2;2-4;1
11_004004.wav,1-2;1
11_004030.wav,5;5-3
11_004051.wav,1-2;1-1;1
11_004080.wav,1-2;1
11_004094.wav,2-X;2
11_004123.wav,5;7;5-1;1-2;1;5-4;7-1;5-2
11_004142.wav,1-2;1
11_004152.wav,1-2;1-3;1
11_004157.wav,5;5-3;4;4-2;1-1;1
11_004219.wav,4-X;4
11_004383.wav,1-2;1;7;7-X
11_004518.wav,5;5-X;4;4-2
11_004526.wav,6;6-X;4;4-2
11_004657.wav,7-1;7-3;7
11_004809.wav,5;5-1
11_004931.wav,5;2;5-X;2-4;1-2;5-4;1
11_005028.wav,5;7-X;5-3;7;7-1
11_005060.wav,1-3;1
11_005091.wav,3-1;3
11_005099.wav,4-1;4;4-2
11_005128.wav,1-3;1
11_005137.wav,1-3;7-X;7;1-2;1-1;1;7-1;7-3
11_005216.wav,1-3;3;1-2;1-1;1;3-1
11_005240.wav,7-2;7;1-2;1;7-1
11_005258.wav,1-X;1;1-2
11_005327.wav,1-3;7;1-X;1;7-1
11_005466.wav,4-X;4;4-2;4-3
11_005522.wav,5-4;5;1;1-1
11_005598.wav,4;4-2;4-3
11_005673.wav,7;3;1-2;1;1-X;7-1;3-1
11_005752.wav,5;5-X;7;1-2;1;7-1
11_005773.wav,1-2;1;3-1;3
11_005832.wav,1-2;1-3;1
11_005897.wav,8-1;1-1;1;8
11_005912.wav,7-2;7;1-2;1;1-X;7-1
11_006081.wav,5;5-1
11_006093.wav,7-1;7
11_006111.wav,5;7;5-1;1-2;1;7-1
11_006126.wav,1-1;1
11_006153.wav,4;2;2-1;4-2
11_006159.wav,5;5-3
11_006222.wav,4-X;4;4-3
11_006274.wav,5-4;5
11_006295.wav,1-3;3;1-2;1;3-1
11_006383.wav,5;5-3;1-2;1;5-2
11_006479.wav,7-1;7-X;7
11_006633.wav,1-1;1;4-X;4
11_006658.wav,2;2-X;7;2-4;7-1
11_006698.wav,7-1;7-4;7-2;7
11_006743.wav,7-1;7-X;7-3;7
11_006920.wav,2;2-X;4-X;4;4-2
11_006933.wav,1-3;7-1;1;7
11_007004.wav,5;7-1;7;5-3
11_007204.wav,4;2;2-1;4-2
11_007207.wav,7-1;7
11_007211.wav,1-2;1-1;1
11_007255.wav,1-2;1-1;1
11_007271.wav,5;5-1
11_007301.wav,7-1;7;3-1;3
11_007334.wav,7-X;7;1-1;1;7-1
11_007352.wav,7-2;7;3;7-1;3-1
11_007379.wav,1-3;1;7-3;7
11_007417.wav,1-3;5;2;2-X;7;5-1;1-2;1;7-1
11_007467.wav,1-2;1;6;6-1
11_007502.wav,4-1;7-1;4;7
11_007702.wav,2;2-X;4;4-3;4-1
11_007731.wav,7-X;7;1-2;1;7-1
11_007831.wav,7-1;7
11_007878.wav,7-1;7-X;7-3;7
11_008096.wav,4-X;4;3-1;3
11_008165.wav,1-3;1;5;5-1
11_008191.wav,1-3;2;2-X;3;1;3-1
11_008222.wav,5;6-X;4;4-2;1-2;1-1;4-3;3;1;5-2;3-1;6
11_008223.wav,7-1;7
11_008244.wav,5;5-2
11_008426.wav,5;2;2-X;1-2;5-4;1
11_008483.wav,2;7-X;2-X;7;7-1
11_008556.wav,7;1-2;1;7-1;7-3
11_008561.wav,1-2;7-1;1;7
11_008660.wav,5;6-X;5-X;7;6-1;7-1;6
11_008666.wav,2;2-X;7;1-2;1;7-1
11_008676.wav,5;5-3;5-1;1-2;1
11_008708.wav,1-2;1-1;1
11_008894.wav,5;7-1;7;5-1
11_008959.wav,7-3;7-1;7-2;7
11_009051.wav,1-2;1
11_009084.wav,2;2-X;7;1-1;1;7-3
11_009835.wav,1-2;1
11_010107.wav,1-2;1-1;1
11_010297.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;2-2;6-1;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_010319.wav,2;4;4-2;1-1;1;2-2
11_010395.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;2-2;6-1;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_010407.wav,1-3;1;2;2-1
11_010451.wav,6-2;5;1-3;6-3;7-X;5-X;4;2-1;2-4;8-1;8;7-1;1-X;2-2;6-1;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_010459.wav,1-X;1;4;4-2
11_010461.wav,1-3;1
11_010506.wav,2;4-X;4;7;4-2;7-1;2-2
11_010598.wav,5;5-3;7;5-1;7-1
11_010633.wav,2;2-1;1-1;1-X;1
11_010657.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_010707.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_010745.wav,7-1;7
11_010904.wav,6-2;1-3;5;6-3;7-X;5-X;4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;1-2;1-1;4-1;7-3
11_010912.wav,6-2;5;6-3;7-X;5-X;4;2-1;2-4;8-1;8;7-1;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;4-1;7-3
11_010913.wav,1-3;7;1-2;1;7-1
11_010957.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;2-2;6-1;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
11_011065.wav,7-1;7-2;7
11_011096.wav,1-3;1
11_011250.wav,5;5-3;5-1
11_011265.wav,1-3;1;4;4-3
11_011349.wav,5;5-3
11_011356.wav,5;4;4-2;5-1
11_011374.wav,1-3;1;3-1;3
11_011410.wav,2;2-1;7;7-1;2-2
11_011577.wav,5;5-1
11_011586.wav,7-1;7
11_011593.wav,2;2-2
11_011715.wav,7;3;1-2;1;1-X;7-1;3-1
11_012000.wav,1-3;5;5-X;7;1;1-X;5-4;7-1
11_012083.wav,1-3;7;1-2;8-1;1;1-X;7-1;8
11_012106.wav,2;2-X;4;2-1;4-2
11_012142.wav,1-2;1
11_012175.wav,1-3;1
11_012370.wav,5;5-3;7;5-1;7-1
11_012641.wav,5;5-1;1-2;3;1;5-2;3-1
11_012658.wav,7-3;7
11_012687.wav,1-X;1;1-2
11_012697.wav,5;7;1-2;1;1-X;5-4;7-1
11_012740.wav,1-3;1
11_012761.wav,2;2-1;2-2
11_012784.wav,1-3;4-X;4;4-3;4-2;1
11_012807.wav,1-X;1
11_012886.wav,5;5-3
11_013064.wav,1-3;7;1-2;1-1;1;7-3
11_013092.wav,2;2-1;2-2
11_013113.wav,5;5-3
11_013134.wav,1-X;1-3;1
11_013238.wav,1-2;1-3;1
11_013403.wav,5;7-1;7;5-3
11_013435.wav,4-1;4-X;4
11_013660.wav,5;5-3;4-X;4;7;7-1
11_016450.wav,7;3;1;1-X;7-1;3-1
11_016477.wav,6-2;6
11_016520.wav,5;5-X;7-4;7
11_016592.wav,1-2;1-3;1
11_016644.wav,2-3;2;2-2
11_016724.wav,1-2;1-3;1;1-X
11_016864.wav,3-1;3
11_016865.wav,4-X;4;4-3;1-1;1
11_016886.wav,2;7-X;2-X;7;3;7-1;3-1
11_016890.wav,5;5-1
11_016894.wav,7-1;2;7;2-2
11_016968.wav,1-2;1;7-1;7
11_016980.wav,3-1;3
11_016981.wav,6-2;6-X;7;6-1;7-1;6
11_016986.wav,1-3;1;4;4-3
11_017013.wav,1-2;1
11_017107.wav,1-3;1
11_017134.wav,1-3;7-1;1;7
11_017142.wav,2;2-X;7;3;2-4;7-1;3-1
11_017328.wav,2;4-X;4;2-1;4-2;2-2
11_017359.wav,1-2;5;1;5-1
11_017372.wav,1-3;6-X;1-2;1;6
11_017411.wav,4;7;4-2;4-1;7-1
11_017415.wav,1-2;5;1;5-1
11_017431.wav,2-X;2;2-4
11_017480.wav,6-2;6-X;1-1;1;6
11_017580.wav,2-3;2;2-2
11_017586.wav,5;1-3;3;5-1;1-X;1;3-1
11_017622.wav,3-1;3
11_017636.wav,1-2;1-1;1
11_017654.wav,5;2;2-X;5-X;1-X;1
11_017727.wav,7-1;4;7;4-2
11_017733.wav,5-4;5;5-2
11_017757.wav,1-3;6;7-X;7;1;7-1;7-3;6-1
11_017830.wav,7-2;7;8-1;7-1;8
11_017865.wav,7-1;7
11_017882.wav,5;1;1-1;5-1
11_017920.wav,5;2;4;4-2;5-1;4-1;2-2
11_017977.wav,1-3;2;2-X;1-X;1
11_018004.wav,1-2;5;1;5-1
11_018081.wav,1-3;1;3-1;3
11_018203.wav,1-2;1;3-1;3
11_018261.wav,6-2;6-X;1-2;1;6
11_018312.wav,7-1;7
11_018321.wav,7-1;7
11_018369.wav,6-X;7;1-2;1;7-1;6
11_018420.wav,7;1-2;1-1;1;7-1
11_018460.wav,7-1;7;3-1;3
11_018468.wav,4-1;4;4-2
11_018644.wav,2;6-X;2-X;4;4-3;6
11_018662.wav,7-X;7;3;7-1;3-1
11_018664.wav,5;5-3;7;5-1;1-2;1;7-1
11_018685.wav,1-3;7;1-2;1;7-1
11_018726.wav,7-1;7
11_018736.wav,7-X;7;3;7-1;3-1
11_018755.wav,1-2;1-3;1
11_018786.wav,1-2;1-3;1
11_018810.wav,1-2;5;1;5-1
11_018813.wav,5;2-X;2;5-1
11_018833.wav,6-2;6-X;7;6-1;1;1-X;7-1;6
11_018903.wav,7-2;7;1;1-X;7-1
11_019036.wav,7-2;6-X;4-X;4;7;6
11_019109.wav,5;5-1
11_019159.wav,1-3;3;1-2;1-X;1;3-1
11_019173.wav,1-2;5;1;5-1
11_019174.wav,1-3;2;4;2-1;2-4;4-3;1;2-2
11_019209.wav,7-4;7-2;6-X;7;1-2;1;6
11_019295.wav,6;7-1;7;6-1
11_019377.wav,1-2;1
11_019403.wav,1-2;6;1;6-1
11_019495.wav,1-2;2-3;1;2
11_019672.wav,1-2;1
11_019733.wav,1-3;1;4;4-2
11_019827.wav,1-3;1;6-3;6
11_019840.wav,7-1;7
11_019847.wav,7;3;1-2;1;7-1;3-1
11_019948.wav,5;5-X;7;1-2;1-1;1;7-1
11_019993.wav,1-3;5;7;5-1;1-2;1;7-1
11_020111.wav,5;6-X;7;5-1;7-1;6
11_020203.wav,1-3;5;3;1-2;5-1;1;3-1
11_020207.wav,5;1-3;7;5-1;1;5-4;7-1
11_020221.wav,2;2-X;1-2;1;2-2
11_020223.wav,5;7-1;7;5-1
11_020235.wav,2;2-X;3;1-X;1;3-1
11_020243.wav,3-1;3
11_020263.wav,7-2;2;7;3;2-3;7-1;3-1
11_020314.wav,5;7-1;7;5-1
11_020350.wav,7-4;7-X;7;1-1;1;7-1
11_020434.wav,6;7-1;7;6-1
11_020468.wav,4;3;4-3;1-X;1;3-1
11_020547.wav,1-2;2-3;1;2
11_020558.wav,5;7;7-X;5-1
11_020640.wav,5;7-1;7;5-1
11_020685.wav,7;3;1-2;1;1-X;7-1;3-1
11_020704.wav,6;6-1
11_020777.wav,7-1;7;3-1;3
11_020831.wav,2;2-X;4-X;4;2-1;1-X;1;2-2
11_020844.wav,5;7;7-X;5-1
11_020870.wav,1-2;7-1;1;7
12_000484.wav,5;2;5-3;2-1;5-1;1-X;1
12_000736.wav,1-X;2-3;1;2
12_001062.wav,1-3;2;7-X;2-1;3;7;1;3-1
12_001239.wav,1-3;1;7-2;7
12_001899.wav,1-3;1
12_002182.wav,1-3;4;4-3;1-1;1
12_002277.wav,1-2;5;1;5-1
12_002753.wav,1-3;1;2-X;2
12_002844.wav,1-3;7-2;7;1;7-1
12_003058.wav,5;5-1;5-3
12_003304.wav,5;7;1-2;1;5-4;7-1
12_003435.wav,1-3;5;5-3;1-2;1
12_003478.wav,1-2;1-3;1
12_004032.wav,5;7-2;7-X;7;5-1;1-2;1;7-1
12_004339.wav,1-3;1;4-X;4
12_004439.wav,1-2;1
12_005023.wav,1-3;4;4-2;1-X;1
12_005144.wav,5;1-3;5-3;1-2;1
12_005181.wav,6-2;1-3;5;5-1;1;6
12_005302.wav,1-2;1-3;1
12_005504.wav,1-2;1-3;1
12_005690.wav,4;4-3;4-2
12_005780.wav,1-3;5;5-1;1-2;1
12_005878.wav,5-4;1-3;1;5
12_005906.wav,7-2;7;1-2;1;7-1
12_006031.wav,1-3;1;5;5-1
12_006319.wav,1-3;5;6;5-3;1-2;5-4;1;6-1
12_006651.wav,5;5-1
12_007005.wav,1-3;1
12_007302.wav,1-2;1
12_007497.wav,1-3;1;5;5-1
12_007588.wav,1-X;1;4;4-2
12_007739.wav,1-3;1
12_007860.wav,5;1-3;2;7-X;2-1;5-1;1-2;7;1
12_007982.wav,1-3;1;4;4-2
12_009056.wav,1-3;4-X;4;4-1;1;1-X
12_009065.wav,5;7-X;7;5-1;1-2;1
12_009071.wav,5-4;5;1;1-1
12_009115.wav,1-2;5;1;5-2
12_009163.wav,5;5-X;3;5-1;3-1
12_009239.wav,5;1-3;1;5-1
12_009252.wav,5;5-X
12_009366.wav,1-3;1
12_009478.wav,5-4;5
12_009584.wav,5;5-1
12_009864.wav,5;1-3;7-2;7;5-1;1-X;1;7-1
12_009867.wav,2-X;2;3-1;3
12_010013.wav,1-2;5;1;5-1
12_010062.wav,1-2;5;1;5-1
12_010093.wav,5;5-1
12_010231.wav,5;5-3;1-X;1;5-2
12_010501.wav,5;1-3;2;5-3;2-X;5-X;7;1;7-1
12_010784.wav,5;1-3;5-X;1-X;1
12_011048.wav,1-2;5;1;5-3
12_011453.wav,1-2;7-1;1;7
12_011612.wav,1-3;1
12_011703.wav,1-3;1;5;5-1
12_013112.wav,1-2;1
12_013459.wav,1-3;3;1-2;1-X;1;3-1
12_013684.wav,5;5-3
12_016378.wav,2-1;2;3-1;3
12_016468.wav,5;7-1;7;5-1
12_016759.wav,1-2;1;2;2-1
12_016768.wav,1-3;2;4-X;4;2-1;4-1;1
12_017069.wav,1-3;1;5;5-1
12_017152.wav,5;7-2;7;5-1;1-2;1
12_017330.wav,1-2;5;1;5-1
12_017334.wav,5;5-1;1-2;3;1-X;1;3-1
12_017630.wav,5;5-2;3-1;3
12_017806.wav,3;1-2;1-X;1;3-1
12_017891.wav,5;5-1
12_018037.wav,5;5-2;5-1
12_018110.wav,7;7-2;3-1;3
12_018218.wav,3;4;3-1;4-2
12_018298.wav,2-2;5;2;5-1
12_018539.wav,5;7-2;7;5-1
12_018779.wav,1-3;6;7-4;7;1-2;1-X;1;7-1;6-1
12_018873.wav,5;5-3;5-1;1-1;1
12_019749.wav,6;6-1
12_020506.wav,5;7;3;5-4;7-1;3-1
12_020717.wav,5;5-1
12_020824.wav,7-1;7;3-1;3
12_020852.wav,1-3;1;5;5-1
13_000021.wav,7-1;7
13_000110.wav,6-2;5;7;5-1;7-1;6
13_000191.wav,1-2;1;1-X
13_000200.wav,5;7;5-1;1-1;1;7-1;7-3
13_000229.wav,7-2;7;1-1;1;7-1
13_000314.wav,5;7-1;7;5-1
13_000446.wav,1-1;1
13_000533.wav,1-3;1
13_000556.wav,5;7;5-1;1-2;1;7-1
13_000755.wav,5;7;5-1;1-2;1;7-3
13_000791.wav,2;2-X;7;3;7-1;7-3;3-1
13_000826.wav,5;7-1;7;5-1
13_000915.wav,1-X;5;1;5-3
13_000955.wav,7-1;7
13_001002.wav,5;5-1;1-2;1-1;1
13_001015.wav,7-1;7
13_001041.wav,7-1;7
13_001136.wav,1-2;1
13_001218.wav,1-2;1-3;1
13_001340.wav,2-X;2;3-1;3
13_001344.wav,1-3;7;3;1;7-1;3-1
13_001360.wav,7-1;7
13_001380.wav,5;1;1-1;5-3
13_001487.wav,1-2;1-3;1;1-X
13_001500.wav,7-1;7
13_001613.wav,1-2;7-1;1;7
13_001730.wav,7-1;7
13_001743.wav,1-1;1;4;4-2
13_001772.wav,5;5-3
13_001842.wav,2-3;2
13_001895.wav,7-2;7
13_001902.wav,8-1;7-1;8;7
13_001980.wav,5;1-3;1;5-1
13_002002.wav,7-1;7
13_002109.wav,1-2;7-1;1;7
13_002116.wav,1-X;1
13_002176.wav,1-X;1;3-1;3
13_002372.wav,7;7-X
13_002652.wav,6;6-X
13_002772.wav,7-1;7
13_002946.wav,1-2;1
13_003040.wav,1-X;1-1;1
13_003072.wav,5;5-3
13_003096.wav,1-2;7-1;1;7
13_003237.wav,5;5-X;5-3
13_003540.wav,2;2-1;1-1;1;2-2
13_003548.wav,7;1-2;1;8-1;1-X;7-1;8
13_003576.wav,7-1;7-X;7
13_003585.wav,5;5-X;5-1;5-3
13_003679.wav,7-4;7-X;7;1-2;1;7-1
13_003778.wav,1-2;1
13_003795.wav,1-2;7-1;1;7
13_004024.wav,1-2;5;1;5-1
13_004064.wav,7-X;7;1-2;1;7-1
13_004098.wav,7-X;7;1-2;1;7-1
13_004163.wav,1-3;1;5;5-3
13_004230.wav,1-2;1
13_004361.wav,7-2;7;1-2;1;7-1
13_004509.wav,4;7;4-2;1-1;1;4-1;7-1
13_004611.wav,7-1;7-X;7
13_004902.wav,7-1;7;7-X
13_004907.wav,5;2;2-X;7;5-1;3;2-4;7-1;3-1
13_004929.wav,7-1;7
13_004938.wav,1-3;1;5;5-1
13_004942.wav,7-1;7-X;7
13_004953.wav,7-1;7-X;7
13_005131.wav,1-2;5;1;5-3
13_005140.wav,1-2;1
13_005241.wav,1-2;1-1;1
13_005260.wav,1-3;7-1;1;7
13_005286.wav,5;5-1;1-2;1-1;1
13_005297.wav,5;5-3
13_005322.wav,7-1;3-1;7;3
13_005488.wav,7-1;7
13_005506.wav,7-1;7
13_005524.wav,7-1;7-2;7
13_005574.wav,3-1;3
13_005628.wav,1-2;7-1;1;7
13_005722.wav,1-2;7-1;1;7
13_005729.wav,5;5-3
13_005741.wav,1-1;1;7;7-X
13_005770.wav,7-1;3-1;7;3
13_005793.wav,1-2;5;1;5-1
13_005877.wav,7-1;3-1;7;3
13_005936.wav,3-1;3
13_005959.wav,5;7-2;7-X;7;5-1;1-1;1;7-1
13_006023.wav,2;2-4
13_006055.wav,7-1;7
13_006090.wav,5-4;2-X;5;2
13_006136.wav,5;5-3
13_006193.wav,7-1;7
13_006317.wav,7-X;7;1-2;1;7-1
13_006328.wav,6;4;4-3;6-X
13_006369.wav,7-X;7;3;7-1;3-1
13_006370.wav,7-1;7-2;7
13_006461.wav,1-X;1
13_006583.wav,5;5-3
13_006636.wav,6-2;6-X;7;1-2;6-1;1;7-1;6
13_006767.wav,1-2;1
13_006806.wav,7-1;7
13_006837.wav,5;7-X;5-3;5-X;7
13_006952.wav,5;5-3
13_006979.wav,5;7-1;7;5-3
13_007044.wav,7-X;7;1-2;1-1;1;7-1
13_007050.wav,5;6;6-X;5-1;3;3-1;6-1
13_007060.wav,7-2;7;1-2;1;7-1
13_007217.wav,6;6-X
13_007238.wav,1-X;5;1;5-1
13_007299.wav,5;2;1-2;1;5-2;2-2
13_007439.wav,7-1;7
13_007614.wav,5;7-X;7;5-1;1-2;1;7-1
13_007732.wav,1-3;5;1-2;1;5-2
13_007738.wav,5;6-X;5-X;7;6-1;7-1;6
13_007815.wav,7-1;7-2;7
13_007851.wav,7-1;7
13_008006.wav,7-1;7;3-1;3
13_008043.wav,1-3;1
13_008053.wav,5;5-3;7;1-1;1;7-1
13_008110.wav,3-1;3
13_008136.wav,2-X;2;3-1;3
13_008238.wav,7;7-X
13_008248.wav,1-1;1
13_008282.wav,5;7-X;5-3;5-X;7;1-2;1
13_008319.wav,1-3;1-1;1
13_008337.wav,5;3;5-1;1-1;1;3-1
13_008362.wav,1-2;7-1;1;7
13_008504.wav,1-2;7-1;1;7
13_008630.wav,5-4;7-1;5;7
13_008730.wav,5;2;5-3;5-X;7;1-2;2-3;1;7-3
13_008743.wav,1-3;5;6-X;5-1;1;6
13_008862.wav,7-1;7-2;7
13_008950.wav,7-2;7-X;7;1;1-X;7-1
